Loc/Exp Rank	Ensembl	Gene Name	HPA Ab	Loc pvalue	Int pvalue.	Accuracy	Validation Marker	Loc rank
620	ENSG00000183576	SETD3	HPA003639	3.37E-01	1.43E-01	0.651	0	245
621	ENSG00000127022	CANX	HPA009433	3.01E-01	1.21E-01	0.671	0	158
622	ENSG00000156261	CCT8	HPA029426	4.70E-01	1.97E-01	0.524	0	576
623	ENSG00000177468	OLIG3	CAB024865	3.09E-01	1.21E-01	0.626	0	176
624	ENSG00000175175	PPM1E	HPA019263	4.06E-01	1.59E-01	0.634	0	447
625	ENSG00000119318	RAD23B	HPA029720	2.29E-01	9.15E-02	0.635	0	33
626	ENSG00000180667	YOD1	HPA028439	4.62E-01	1.85E-01	0.496	0	564
627	ENSG00000106049	HIBADH	HPA019522	3.00E-01	1.12E-01	0.595	0	155
628	ENSG00000164307	ERAP1	CAB025095	4.56E-01	1.80E-01	0.484	0	552
629	ENSG00000184708	EIF4ENIF1	HPA002078	4.03E-01	1.52E-01	0.632	0	436
630	ENSG00000138760	SCARB2	HPA018014	4.78E-01	1.90E-01	0.467	0	591
631	ENSG00000176105	YES1	CAB004370	3.38E-01	1.20E-01	0.604	0	247
632	ENSG00000118181	RPS25	HPA031801	4.14E-01	1.49E-01	0.683	0	466
633	ENSG00000119711	ALDH6A1	HPA029074	4.01E-01	1.39E-01	0.533	0	430
634	ENSG00000010704	HFE	HPA017276	3.93E-01	1.30E-01	0.695	0	412
635	ENSG00000121057	AKAP1	HPA008691	2.85E-01	8.45E-02	0.738	0	120
636	ENSG00000061918	GUCY1B3	CAB010890	6.23E-01	2.63E-01	0.521	0	710
637	ENSG00000134809	TIMM10	HPA039946	3.49E-01	9.99E-02	0.505	0	281
638	ENSG00000156467	UQCRB	HPA043060	3.01E-01	8.23E-02	0.482	0	156
639	ENSG00000083642	PDS5B	HPA039513	5.16E-01	1.82E-01	0.458	0	646
640	ENSG00000183048	SLC25A10	HPA022853	4.54E-01	1.40E-01	0.483	0	548
641	ENSG00000165525	NEMF	HPA004160	5.78E-01	2.17E-01	0.431	0	693
642	ENSG00000126777	KTN1	HPA017876	4.78E-01	1.51E-01	0.55	0	590
643	ENSG00000150540	HNMT	HPA035481	2.50E-01	4.49E-02	0.777	0	60
644	ENSG00000183137	CEP57L1	HPA040378	4.01E-01	9.06E-02	0.73	0	429
645	ENSG00000146701	MDH2	HPA019716	4.18E-01	9.56E-02	0.497	0	475
646	ENSG00000151065	DCP1B	HPA039709	1.96E-01	2.18E-02	0.773	0	19
647	ENSG00000197872	FAM49A	CAB017847	2.22E-01	2.63E-02	0.623	0	30
648	ENSG00000102054	RBBP7	CAB037084	4.77E-01	1.14E-01	0.529	0	587
649	ENSG00000185043	CIB1	CAB012991	3.64E-01	6.18E-02	0.473	0	324
650	ENSG00000111790	FGFR1OP2	HPA038308	3.84E-01	6.89E-02	0.592	0	381
651	ENSG00000171723	GPHN	CAB004419	3.22E-01	4.54E-02	0.575	0	209
652	ENSG00000144381	HSPD1	HPA001523	2.32E-01	1.75E-02	0.737	0	40
653	ENSG00000214253	FIS1	HPA017430	2.74E-01	2.60E-02	0.615	0	97
654	ENSG00000138029	HADHB	HPA037539	1.69E-01	3.36E-05	0.666	0	8
655	ENSG00000180287	PLD5	HPA028389	4.48E-01	8.85E-02	0.511	0	532
656	ENSG00000138279	ANXA7	CAB004312	2.62E-01	1.76E-02	0.621	0	78
657	ENSG00000166685	COG1	HPA029224	5.44E-01	1.39E-01	0.538	0	672
658	ENSG00000178741	COX5A	HPA027526	1.93E-01	2.04E-04	0.786	0	16
659	ENSG00000059378	PARP12	HPA003584	2.80E-01	2.00E-02	0.757	0	106
660	ENSG00000095627	TDRD1	HPA037729	2.87E-01	2.02E-02	0.87	0	124
661	ENSG00000103642	LACTB	HPA036362	2.66E-01	1.34E-02	0.712	0	85
662	ENSG00000087266	SH3BP2	HPA036790	4.91E-01	1.04E-01	0.632	0	618
663	ENSG00000139874	SSTR1	CAB009773	2.18E-01	9.81E-04	0.639	1	27
664	ENSG00000112494	UNC93A	HPA035729	3.65E-01	4.30E-02	0.597	0	325
665	ENSG00000179388	EGR3	HPA006206	3.19E-01	2.57E-02	0.639	0	201
666	ENSG00000140263	SORD	HPA040621	2.62E-01	8.05E-03	0.713	0	77
667	ENSG00000063241	ISOC2	HPA043142	2.30E-01	7.29E-11	0.605	0	35
668	ENSG00000026559	KCNG1	HPA040024	2.54E-01	4.45E-03	0.566	0	68
669	ENSG00000181885	CLDN7	CAB013063	2.42E-01	9.75E-07	0.721	0	48
670	ENSG00000174225	ARL13A	HPA037378	2.48E-01	7.29E-11	0.571	0	54
671	ENSG00000123131	PRDX4	CAB027389	2.51E-01	6.31E-07	0.762	0	61
672	ENSG00000100325	ASCC2	HPA001439	2.51E-01	7.29E-11	0.627	0	65
673	ENSG00000108641	B9D1	HPA022957	3.19E-01	1.76E-02	0.694	0	202
674	ENSG00000133315	MACROD1	HPA041031	2.69E-01	7.29E-11	0.768	0	87
675	ENSG00000114331	ACAP2	HPA034808	3.31E-01	1.86E-02	0.606	0	228
676	ENSG00000166263	STXBP4	CAB007760	4.76E-01	7.83E-02	0.57	0	584
677	ENSG00000147403	RPL10	CAB010339	2.89E-01	2.52E-03	0.717	0	129
678	ENSG00000119711	ALDH6A1	HPA029073	2.81E-01	5.16E-07	0.634	0	110
679	ENSG00000175416	CLTB	CAB003692	3.50E-01	2.18E-02	0.749	0	286
680	ENSG00000173889	PHC3	HPA039162	2.84E-01	6.31E-07	0.576	0	116
681	ENSG00000106070	GRB10	CAB019423	3.13E-01	4.82E-03	0.555	0	188
682	ENSG00000121903	ZSCAN20	HPA017933	3.02E-01	1.00E-06	0.675	0	162
683	ENSG00000174227	PIGG	HPA015997	3.97E-01	3.26E-02	0.603	0	420
684	ENSG00000196504	PRPF40A	HPA038273	3.17E-01	3.21E-04	0.661	0	195
685	ENSG00000104866	LRRC68	HPA041500	3.20E-01	2.81E-04	0.566	0	203
686	ENSG00000135476	ESPL1	CAB012185	3.98E-01	2.63E-02	0.706	0	423
687	ENSG00000146701	MDH2	HPA019714	4.15E-01	3.32E-02	0.459	0	467
688	ENSG00000090861	AARS	CAB034261	3.87E-01	1.99E-02	0.502	0	389
689	ENSG00000028203	VEZT	HPA004811	4.74E-01	5.39E-02	0.662	0	583
690	ENSG00000135052	GOLM1	HPA010638	3.46E-01	7.29E-11	0.619	0	267
691	ENSG00000100603	SNW1	HPA002457	4.05E-01	2.22E-02	0.555	0	444
692	ENSG00000099783	HNRNPM	CAB016113	3.49E-01	6.45E-04	0.59	0	280
693	ENSG00000100575	TIMM9	HPA002932	3.54E-01	6.31E-07	0.568	0	297
694	ENSG00000065548	ZC3H15	HPA031099	3.75E-01	5.78E-03	0.616	0	356
695	ENSG00000056972	TRAF3IP2	HPA036352	3.85E-01	6.86E-03	0.423	0	383
696	ENSG00000169064	ZBBX	HPA036327	3.68E-01	2.96E-04	0.629	0	334
697	ENSG00000152234	ATP5A1	CAB013067	3.74E-01	1.00E-06	0.594	0	351
698	ENSG00000062650	WAPAL	HPA037874	3.86E-01	6.57E-04	0.556	0	384
699	ENSG00000158863	FAM160B2	HPA025040	3.89E-01	1.87E-03	0.659	0	393
700	ENSG00000119711	ALDH6A1	HPA029075	4.82E-01	4.30E-02	0.458	0	602
701	ENSG00000173726	TOMM20	HPA011562	5.33E-01	6.77E-02	0.795	0	665
702	ENSG00000100216	TOMM22	HPA003037	3.92E-01	7.29E-11	0.514	0	406
703	ENSG00000071626	DAZAP1	HPA004201	4.03E-01	4.21E-04	0.654	0	438
704	ENSG00000197217	ENTPD4	HPA017655	4.19E-01	1.00E-06	0.818	0	477
705	ENSG00000143947	RPS27A	CAB033319	4.35E-01	6.01E-03	0.556	0	517
706	ENSG00000121940	CLCC1	HPA009087	5.20E-01	4.73E-02	0.458	0	654
707	ENSG00000135052	GOLM1	HPA011929	4.24E-01	4.87E-07	0.571	0	495
708	ENSG00000167744	NTF4	CAB010167	4.87E-01	2.18E-02	0.59	0	609
709	ENSG00000116667	C1orf21	HPA026831	4.41E-01	7.29E-11	0.544	0	523
710	ENSG00000125944	HNRNPR	HPA026092	4.56E-01	4.48E-03	0.499	0	554
711	ENSG00000143322	ABL2	HPA001866	4.49E-01	6.59E-07	0.546	0	537
712	ENSG00000165119	HNRNPK	CAB004435	4.76E-01	6.73E-03	0.464	0	585
713	ENSG00000134308	YWHAQ	CAB010286	5.38E-01	2.62E-02	0.582	0	668
714	ENSG00000164163	ABCE1	CAB012476	5.44E-01	2.18E-02	0.603	0	673
715	ENSG00000121690	DEPDC7	HPA015800	5.17E-01	4.23E-05	0.472	0	649
716	ENSG00000203814	HIST2H2BF	CAB007814	5.28E-01	6.59E-07	0.352	0	661
717	ENSG00000215595	C20orf202	HPA042786	5.30E-01	5.33E-04	0.445	0	663
718	ENSG00000155368	DBI	CAB008595	6.22E-01	7.53E-07	0.455	0	709
719	ENSG00000182795	C1orf116	HPA011889	8.74E-01	4.35E-05	0.28	0	
